Locus	Gene	Start	Length	Product	Allele Count	Alleles
b1035	ycdY	1099640	555	redox enzyme maturation protein (REMP) chaperone for YcdX	947	b1035.fasta
b1036	ycdZ	1100296	492	DUF1097 family inner membrane protein	743	b1036.fasta
b1037	csgG	1100851	834	curli production assembly/transport outer membrane lipoprotein	1057	b1037.fasta
b1045	ymdB	1105820	534	O-acetyl-ADP-ribose deacetylase; RNase III inhibitor during cold shock; putative cardiolipin synthase C regulatory subunit	795	b1045.fasta
b1046	clsC	1106355	1422	stationary phase cardiolipin synthase 3	1703	b1046.fasta
b1047	opgC	1107784	1158	OPG biosynthetic transmembrane succinyltransferase	1545	b1047.fasta
b1048	opgG	1109335	1536	OPG biosynthetic periplasmic beta-1,6 branching glycosyltransferase	1917	b1048.fasta
b1049	opgH	1110863	2544	OPG biosynthetic ACP-dependent transmembrane UDP-glucose beta-1,2 glycosyltransferase; nutrient-dependent cell size regulator, FtsZ assembly antagonist	2601	b1049.fasta
b1054	lpxL	1115662	921	lauryl-acyl carrier protein (ACP)-dependent acyltransferase	1114	b1054.fasta
b1055	yceA	1116807	1053	putative rhodanese-related sulfurtransferase	1451	b1055.fasta
b1056	yceI	1117901	576	periplasmic high pH-inducible lipid-binding protein	875	b1056.fasta
b1057	yceJ	1118480	567	putative cytochrome b561	950	b1057.fasta
b1059	solA	1119468	1119	N-methyltryptophan oxidase, FAD-binding	1595	b1059.fasta
b1060	bssS	1120701	255	biofilm regulator	259	b1060.fasta
b1061	dinI	1121242	246	DNA damage-inducible protein I	417	b1061.fasta
b1062	pyrC	1121561	1047	dihydro-orotase	1428	b1062.fasta
b1063	yceB	1122713	561	lipoprotein, DUF1439 family	824	b1063.fasta
b1065	mdtH	1124118	1209	multidrug resistance efflux transporter conferring overexpression resistance to norfloxacin and enoxacin	1869	b1065.fasta
b1066	rimJ	1125562	585	ribosomal-protein-S5-alanine N-acetyltransferase	752	b1066.fasta
b1067	yceH	1126157	648	UPF0502 family protein	1139	b1067.fasta
b1069	murJ	1127839	1536	putative lipid II flippase	1868	b1069.fasta
b1070	flgN	1129414	417	export chaperone for FlgK and FlgL	655	b1070.fasta
b1071	flgM	1129835	294	anti-sigma factor for FliA (sigma 28)	475	b1071.fasta
b1072	flgA	1130204	660	assembly protein for flagellar basal-body periplasmic P ring	990	b1072.fasta
b1073	flgB	1131018	417	flagellar component of cell-proximal portion of basal-body rod	648	b1073.fasta
b1074	flgC	1131438	405	flagellar component of cell-proximal portion of basal-body rod	737	b1074.fasta
b1075	flgD	1131854	696	flagellar hook assembly protein	1157	b1075.fasta
b1076	flgE	1132574	1209	flagellar hook protein	1668	b1076.fasta
b1077	flgF	1133802	756	flagellar component of cell-proximal portion of basal-body rod	1446	b1077.fasta
b1078	flgG	1134729	783	flagellar component of cell-distal portion of basal-body rod	1295	b1078.fasta
b1079	flgH	1135564	699	flagellar protein of basal-body outer-membrane L ring	1042	b1079.fasta
b1080	flgI	1136274	1098	putative flagellar basal body protein	1567	b1080.fasta
b1081	flgJ	1137371	942	flagellar rod assembly protein and murein hydrolase; flagellum-specific muramidase	1402	b1081.fasta
b1082	flgK	1138378	1644	flagellar hook-filament junction protein 1	2287	b1082.fasta
b1083	flgL	1140033	954	flagellar hook-filament junction protein	1368	b1083.fasta
b1084	rne	1141182	3186	endoribonuclease; RNA-binding protein;RNA degradosome binding protein	3032	b1084.fasta
b1085	yceQ	1144502	321	uncharacterized protein	233	b1085.fasta
b1086	rluC	1144940	960	23S rRNA pseudouridine(955,2504,2580) synthase	1206	b1086.fasta
b1087	yceF	1146011	585	m(7)GTP pyrophosphatase	821	b1087.fasta
b1088	yceD	1146794	522	DUF177 family protein	571	b1088.fasta
b1089	rpmF	1147367	174	50S ribosomal subunit protein L32	179	b1089.fasta
b1090	plsX	1147621	1071	putative phosphate acyltransferase	1071	b1090.fasta
b1091	fabH	1148759	954	3-oxoacyl-[acyl-carrier-protein] synthase III	1226	b1091.fasta
b1092	fabD	1149728	930	malonyl-CoA-[acyl-carrier-protein] transacylase	1519	b1092.fasta
b1093	fabG	1150670	735	3-oxoacyl-[acyl-carrier-protein] reductase	824	b1093.fasta
b1094	acpP	1151615	237	acyl carrier protein (ACP)	158	b1094.fasta
b1095	fabF	1151939	1242	3-oxoacyl-[acyl-carrier-protein] synthase II	1489	b1095.fasta
b1096	pabC	1153300	810	4-amino-4-deoxychorismate lyase component of para-aminobenzoate synthase multienzyme complex	1023	b1096.fasta
b1097	yceG	1154112	1023	septation protein, ampicillin sensitivity	1495	b1097.fasta
b1098	tmk	1155124	642	thymidylate kinase	910	b1098.fasta
b1099	holB	1155762	1005	DNA polymerase III, delta prime subunit	1460	b1099.fasta
b1100	ycfH	1156777	798	putative DNase	1108	b1100.fasta
b1103	hinT	1161885	360	purine nucleoside phosphoramidase, dadA activator protein	451	b1103.fasta
b1104	ycfL	1162247	378	uncharacterized protein	481	b1104.fasta
b1105	lpoB	1162638	642	OM lipoprotein stimulator of MrcB transpeptidase	1062	b1105.fasta
b1106	thiK	1163260	825	thiamine kinase	1135	b1106.fasta
b1107	nagZ	1164095	1026	beta N-acetyl-glucosaminidase	1308	b1107.fasta
b1108	ycfP	1165143	543	putative UPF0227 family esterase	784	b1108.fasta
b1109	ndh	1166085	1305	respiratory NADH dehydrogenase 2/cupric reductase	1676	b1109.fasta
b1110	ycfJ	1167599	540	uncharacterized protein	953	b1110.fasta
b1111	ycfQ	1168200	633	repressor for bhsA(ycfR)	860	b1111.fasta
b1112	bhsA	1169073	258	biofilm, cell surface and signaling protein	427	b1112.fasta
b1113	ldtC	1169412	963	L,D-transpeptidase linking Lpp to murein	1356	b1113.fasta
b1114	mfd	1170518	3447	transcription-repair coupling factor	3822	b1114.fasta
b1115	ycfT	1174092	1074	inner membrane protein	1494	b1115.fasta
b1116	lolC	1175427	1200	lipoprotein-releasing system transmembrane protein	1639	b1116.fasta
b1117	lolD	1176619	702	outer membrane-specific lipoprotein transporter subunit	1062	b1117.fasta
b1118	lolE	1177320	1245	lipoprotein-releasing system transmembrane protein	1579	b1118.fasta
b1119	nagK	1178593	912	N-acetyl-D-glucosamine kinase	1509	b1119.fasta
b1123	potD	1181783	1047	spermidine/putrescine ABC transporter periplasmic binding protein	1427	b1123.fasta
b1124	potC	1182826	795	spermidine/putrescine ABC transporter permease	851	b1124.fasta
b1126	potA	1184458	1137	spermidine/putrescine ABC transporter ATPase	1205	b1126.fasta
b1128	roxA	1187119	1122	50S ribosomal protein L16 arginine hydroxylase; 2-oxoglutarate oxygenase	1718	b1128.fasta
b1129	phoQ	1188316	1461	sensory histidine kinase in two-component regulatory system with PhoP	1786	b1129.fasta
b1130	phoP	1189776	672	response regulator in two-component regulatory system with PhoQ	982	b1130.fasta
b1131	purB	1190616	1371	adenylosuccinate lyase	1689	b1131.fasta
b1132	hflD	1191990	642	putative lysogenization regulator	956	b1132.fasta
b1133	mnmA	1192667	1107	tRNA(Gln,Lys,Glu) U34 2-thiouridylase	1421	b1133.fasta
b1134	nudJ	1193827	462	bifunctional thiamine pyrimidine pyrophosphate hydrolase and thiamine pyrophosphate hydrolase	755	b1134.fasta
b1135	rluE	1194298	654	23S rRNA pseudouridine(2457) synthase	1053	b1135.fasta
b1136	icd	1195123	1251	isocitrate dehydrogenase; e14 prophage attachment site; tellurite reductase	2248	b1136.fasta
b1174	minE	1224279	267	cell division topological specificity factor	245	b1174.fasta
b1175	minD	1224549	813	inhibitor of FtsZ ring polymerization; chromosome-membrane tethering protein; membrane ATPase of the MinCDEE system	779	b1175.fasta
b1176	minC	1225385	696	inhibitor of FtsZ ring polymerization	697	b1176.fasta
EFERRS06010		1225989	1137	cytochrome bd oxidase subunit II	785	EFER_RS06010.fasta
b1179	ycgL	1227714	294	UPF0745 family protein	318	b1179.fasta
b1180	ycgM	1228079	660	putative isomerase/hydrolase	994	b1180.fasta
b1181	ycgN	1228815	462	UPF0153 family cysteine cluster protein	544	b1181.fasta
b1185	dsbB	1232500	531	oxidoreductase that catalyzes reoxidation of DsbA protein disulfide isomerase I	739	b1185.fasta
b1186	nhaB	1233176	1542	sodium:proton antiporter	1688	b1186.fasta
b1187	fadR	1234938	720	fatty acid metabolism regulon transcriptional regulator	814	b1187.fasta
b1188	ycgB	1235709	1533	SpoVR family stationary phase protein	1640	b1188.fasta
b1189	dadA	1237571	1299	D-amino acid dehydrogenase	1788	b1189.fasta
b1190	dadX	1238879	1071	alanine racemase, catabolic, PLP-binding	1681	b1190.fasta
b1191	cvrA	1240335	1737	putative cation/proton antiporter	2000	b1191.fasta
b1192	ldcA	1242166	915	murein tetrapeptide carboxypeptidase; LD-carboxypeptidase A	1174	b1192.fasta
b1193	emtA	1243180	612	lytic murein endotransglycosylase E	863	b1193.fasta
b1195	ymgE	1244728	255	UPF0410 family putative inner membrane protein	473	b1195.fasta
b1203	ychF	1256721	1092	catalase inhibitor protein; ATPase, K+-dependent, ribosome-associated	1432	b1203.fasta
b1204	pth	1257929	585	peptidyl-tRNA hydrolase	975	b1204.fasta
b1205	ychH	1258791	279	DUF2583 family putative inner membrane protein	355	b1205.fasta
b1206	dauA	1259124	1680	C4-dicarboxylic acid transporter	1976	b1206.fasta
b1207	prs	1260928	948	phosphoribosylpyrophosphate synthase	958	b1207.fasta
b1208	ispE	1262026	852	4-diphosphocytidyl-2-C-methylerythritol kinase	1052	b1208.fasta
b1209	lolB	1262877	624	lipoprotein localization factor	783	b1209.fasta
b1210	hemA	1263714	1257	glutamyl tRNA reductase	1516	b1210.fasta
b1211	prfA	1265012	1083	peptide chain release factor RF-1	1678	b1211.fasta
b1212	prmC	1266094	834	RF-1 and RF-2 N5-glutamine methyltransferase	1059	b1212.fasta
b1213	ychQ	1266924	393	SIRB family inner membrane protein	509	b1213.fasta
b1214	ychA	1267320	810	transglutaminase-like TPR-repeat protein	1060	b1214.fasta
b1215	kdsA	1268165	855	3-deoxy-D-manno-octulosonate 8-phosphate synthase	1190	b1215.fasta
b1216	chaA	1270749	1101	calcium/sodium:proton antiporter	1380	b1216.fasta
b1217	chaB	1272119	231	cation transport regulator	440	b1217.fasta
b1218	chaC	1272507	696	cation transport regulator	1093	b1218.fasta
b1219	ychN	1273246	354	putative sulfur relay protein	632	b1219.fasta
b1220	ychO	1273784	1395	putative invasin	1709	b1220.fasta
b1221	narL	1275179	651	response regulator in two-component regulatory system with NarX	1042	b1221.fasta
b1222	narX	1275822	1797	sensory histidine kinase in two-component regulatory system with NarL	2219	b1222.fasta
b1223	narK	1277957	1392	nitrate/nitrite transporter	1656	b1223.fasta
b1225	narH	1283604	1539	nitrate reductase 1, beta (Fe-S) subunit	2037	b1225.fasta
b1226	narJ	1285139	711	molybdenum-cofactor-assembly chaperone delta subunit of nitrate reductase 1	1088	b1226.fasta
b1232	purU	1287782	843	formyltetrahydrofolate hydrolase	1099	b1232.fasta
b1233	ychJ	1288674	459	UPF0225 family protein	686	b1233.fasta
b1234	rssA	1289245	906	putative patatin-like family phospholipase	1110	b1234.fasta
b1235	rssB	1290242	1014	PcnB-degradosome interaction factor; response regulator	1324	b1235.fasta
b1236	galU	1291457	909	glucose-1-phosphate uridylyltransferase	932	b1236.fasta
b1237	hns	1292509	414	global DNA-binding transcriptional dual regulator H-NS	455	b1237.fasta
b1238	tdk	1293527	618	thymidine kinase/deoxyuridine kinase	637	b1238.fasta
b1241	adhE	1295446	2676	fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase	2363	b1241.fasta
b1242	ychE	1298598	648	UPF0056 family inner membrane protein	816	b1242.fasta
b1243	oppA	1301182	1632	oligopeptide ABC transporter periplasmic binding protein	1971	b1243.fasta
b1244	oppB	1302899	921	oligopeptide ABC transporter permease	1303	b1244.fasta
b1245	oppC	1303834	909	oligopeptide ABC transporter permease	1287	b1245.fasta
b1246	oppD	1304754	1014	oligopeptide ABC transporter ATPase	1357	b1246.fasta
b1247	oppF	1305764	1005	oligopeptide ABC transporter ATPase	1423	b1247.fasta
b1248	yciU	1306821	330	UPF0263 family protein	478	b1248.fasta
b1249	clsA	1307185	1461	cardiolipin synthase 1	1663	b1249.fasta
b4595	yciY	1308788	174	uncharacterized protein	161	b4595.fasta
b1250	kch	1309016	1254	voltage-gated potassium channel	1160	b1250.fasta
b1251	yciI	1310569	297	putative DGPF domain-containing enzyme	476	b1251.fasta
b1252	tonB	1311089	720	membrane spanning protein in TonB-ExbB-ExbD transport complex	1207	b1252.fasta
b1253	yciA	1311848	399	acyl-CoA esterase	428	b1253.fasta
b1254	yciB	1312351	540	IspA family inner membrane protein	728	b1254.fasta
b1255	yciC	1312920	744	UPF0259 family inner membrane protein	1099	b1255.fasta
b1256	ompW	1314020	639	outer membrane protein W	1252	b1256.fasta
b1260	trpA	1316416	807	tryptophan synthase, alpha subunit	1334	b1260.fasta
b1261	trpB	1317222	1194	tryptophan synthase, beta subunit	1709	b1261.fasta
b1262	trpC	1318427	1362	indole-3-glycerolphosphate synthetase and N-(5-phosphoribosyl)anthranilate isomerase	2040	b1262.fasta
b1263	trpD	1319789	1596	fused glutamine amidotransferase (component II) of anthranilate synthase/anthranilate phosphoribosyl transferase	2178	b1263.fasta
b1264	trpE	1321384	1563	component I of anthranilate synthase	2247	b1264.fasta
b1265	trpL	1323038	45	trp operon leader peptide	76	b1265.fasta
b1266	yciV	1323220	882	PHP domain protein	1217	b1266.fasta
b1267	yciO	1324098	621	putative RNA binding protein	1000	b1267.fasta
b1269	rluB	1326852	876	23S rRNA pseudouridine(2605) synthase	1155	b1269.fasta
b1270	btuR	1327767	591	cob(I)yrinic acid a,c-diamide adenosyltransferase	1050	b1270.fasta
b1271	yciK	1328354	759	putative EmrKY-TolC system oxoacyl-(acyl carrier protein) reductase	1236	b1271.fasta
b1272	sohB	1329332	1050	inner membrane protein, S49 peptidase family protein	1397	b1272.fasta
b1273	yciN	1330417	252	DUF2498 protein YciN	362	b1273.fasta
b1274	topA	1331048	2598	DNA topoisomerase I, omega subunit	2870	b1274.fasta
b1275	cysB	1333855	975	N-acetylserine-responsive cysteine regulon transcriptional activator; autorepressor	1379	b1275.fasta
b4522	ymiA	1335124	165	uncharacterized protein	277	b4522.fasta
b4523	yciX	1335291	168	uncharacterized protein	223	b4523.fasta
b1276	acnA	1335831	2676	aconitate hydratase 1; aconitase A	3174	b1276.fasta
b1277	ribA	1338570	591	GTP cyclohydrolase II	680	b1277.fasta
b1278	pgpB	1339330	765	phosphatidylglycerophosphatase B	1076	b1278.fasta
b1279	yciS	1340243	309	DUF1049 family inner membrane protein, function unknown	455	b1279.fasta
b1280	yciM	1340558	1170	LPS regulatory protein; putative modulator of LpxC proteolysis	1708	b1280.fasta
b1281	pyrF	1341921	738	orotidine-5'-phosphate decarboxylase	1040	b1281.fasta
b1282	yciH	1342658	327	initiation factor function partial mimic, SUI1 family	752	b1282.fasta
b1283	osmB	1343110	219	osmotically and stress inducible lipoprotein	427	b1283.fasta
b1284	yciT	1343597	750	global regulator of transcription; DeoR family	878	b1284.fasta
b4596	yciZ	1344436	174	uncharacterized protein	192	b4596.fasta
b1286	rnb	1346978	1935	ribonuclease II	2387	b1286.fasta
b1287	yciW	1348980	1128	putative oxidoreductase	1642	b1287.fasta
b1288	fabI	1350251	789	enoyl-[acyl-carrier-protein] reductase, NADH-dependent	976	b1288.fasta
b1290	sapF	1351828	807	antimicrobial peptide ABC transporter ATPase	1062	b1290.fasta
b1291	sapD	1352636	993	antimicrobial peptide ABC transporter ATPase	1328	b1291.fasta
b1292	sapC	1353628	891	antimicrobial peptide transport ABC transporter permease	1379	b1292.fasta
b1293	sapB	1354505	966	antimicrobial peptide transport ABC transporter permease	1421	b1293.fasta
b1294	sapA	1355467	1644	antimicrobial peptide transport ABC transporter periplasmic binding protein	2024	b1294.fasta
b1295	ymjA	1357423	246	DUF2543 family protein	412	b1295.fasta
b1304	pspA	1368079	669	regulatory protein for phage-shock-protein operon	1009	b1304.fasta
b1305	pspB	1368801	225	psp operon transcription co-activator	346	b1305.fasta
b1306	pspC	1369025	360	psp operon transcription co-activator	594	b1306.fasta
b1307	pspD	1369393	222	peripheral inner membrane phage-shock protein	386	b1307.fasta
b1308	pspE	1369689	315	thiosulfate:cyanide sulfurtransferase (rhodanese)	472	b1308.fasta
b1321	ycjX	1384117	1398	DUF463 family protein, puatative P-loop NTPase	2127	b1321.fasta
b1322	ycjF	1385511	1062	UPF0283 family inner membrane protein	1602	b1322.fasta
b1323	tyrR	1386720	1542	aromatic amino acid biosynthesis and transport regulon transcriptional regulator; autorepressor; ATPase; phosphatase	1758	b1323.fasta
b1324	tpx	1388305	507	lipid hydroperoxide peroxidase	799	b1324.fasta
b1325	ycjG	1388930	966	L-Ala-D/L-Glu epimerase	1531	b1325.fasta
b1326	mpaA	1389870	729	murein peptide amidase A	1236	b1326.fasta
b1329	mppA	1393227	1614	murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit	2073	b1329.fasta
b1332	ynaJ	1397365	258	DUF2534 family putative inner membrane protein	318	b1332.fasta
b1333	uspE	1397672	951	stress-induced protein	1344	b1333.fasta
b1334	fnr	1398774	753	oxygen-sensing anaerobic growth regulon transcriptional regulator FNR; autorepressor	952	b1334.fasta
b1335	ogt	1399721	516	O-6-alkylguanine-DNA:cysteine-protein methyltransferase	991	b1335.fasta
b1340	smrA	1405979	564	DNA endonuclease	988	b1340.fasta
b1342	ydaN	1408050	984	putative Zn(II) transporter	1366	b1342.fasta
b1343	dbpA	1409511	1374	ATP-dependent RNA helicase, specific for 23S rRNA	2067	b1343.fasta
b1344	ttcA	1411013	936	tRNA s(2)C32 thioltransferase, iron sulfur cluster protein	1719	b1344.fasta
b1376	uspF	1435185	435	stress-induced protein, ATP-binding protein	542	b1376.fasta
b1378	pfo	1437260	3525	pyruvate-flavodoxin oxidoreductase	4064	b1378.fasta
b4529	ydbJ	1441058	267	DUF333 family putative lipoprotein	415	b4529.fasta
b1380	ldhA	1441854	990	fermentative D-lactate dehydrogenase, NAD-dependent	1216	b1380.fasta
b1381	ydbH	1443051	2640	putative membrane-anchored protein, function unknown	3150	b1381.fasta
b1382	ynbE	1445687	186	lipoprotein	224	b1382.fasta
b1412	azoR	1482255	606	NADH-azoreductase, FMN-dependent	1161	b1412.fasta
b1413	hrpA	1483061	3903	putative ATP-dependent helicase	4239	b1413.fasta
b1418	cybB	1490902	531	cytochrome b561	843	b1418.fasta
b1422	ydcI	1494148	924	putative DNA-binding transcriptional regulator	1403	b1422.fasta
b1423	ydcJ	1495288	1344	putative metalloenzyme	2026	b1423.fasta
b1424	opgD	1496856	1656	OPG biosynthetic periplasmic protein	2078	b1424.fasta
b1426	ydcH	1498651	225	DUF465 family protein	275	b1426.fasta
b1428	ydcK	1499469	981	uncharacterized protein	1512	b1428.fasta
b1429	tehA	1500573	993	potassium-tellurite ethidium and proflavin transporter	1365	b1429.fasta
b1430	tehB	1501562	594	tellurite, selenium methyltransferase, SAM-dependent; tellurite, selenium resistance protein	1002	b1430.fasta
b4598	yncL	1517099	96	stress-induced small inner membrane enterobacterial protein	116	b4598.fasta
b1445	ydcX	1517389	174	DUF2566 family protein	269	b1445.fasta
b1446	ydcY	1517648	234	DUF2526 family protein	419	b1446.fasta
b1448	mnaT	1518328	519	methionine N-acyltransferase; L-amino acid N-acyltransferase	856	b1448.fasta
b1473	yddG	1546288	882	aromatic amino acid exporter	1408	b1473.fasta
b1476	fdnI	1551338	654	formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible	871	b1476.fasta
b1477	yddM	1552398	285	putative DNA-binding transcriptional regulator	481	b1477.fasta
b1479	maeA	1553972	1698	malate dehydrogenase, decarboxylating, NAD-requiring; malic enzyme	2141	b1479.fasta
b1482	osmC	1556625	432	lipoyl-dependent Cys-based peroxidase, hydroperoxide resistance; salt-shock inducible membrane protein; peroxiredoxin	771	b1482.fasta
b1491	yddW	1567504	1320	liprotein, glycosyl hydrolase homolog	1769	b1491.fasta
b1492	gadC	1568954	1536	glutamate:gamma-aminobutyric acid antiporter	1489	b1492.fasta
EAKF1RS07940		1580407	132	hypothetical protein	192	EAKF1_RS07940.fasta
b1521	uxaB	1609229	1452	altronate oxidoreductase, NAD-dependent	2264	b1521.fasta
b1524	glsB	1612325	927	glutaminase 2	1200	b1524.fasta
b1528	ydeA	1617028	1191	arabinose efflux transporter, arabinose-inducible	1688	b1528.fasta
b1529	marC	1618243	666	UPF0056 family inner membrane protein	1134	b1529.fasta
b1530	marR	1619120	435	transcriptional repressor of multiple antibiotic resistance	796	b1530.fasta
b1531	marA	1619574	384	multiple antibiotic resistance transcriptional regulator	547	b1531.fasta
b1532	marB	1619989	219	periplasmic mar operon regulator	379	b1532.fasta
b1538	dcp	1625335	2046	dipeptidyl carboxypeptidase II	2622	b1538.fasta
b1539	ydfG	1627517	747	NADP-dependent 3-hydroxy acid dehydrogenase; malonic semialdehyde reductase	1094	b1539.fasta
b1540	rspR	1628352	687	transcriptional repressor for rspAB	1099	b1540.fasta
b1541	ydfZ	1629215	204	selenoprotein, function unknown	214	b1541.fasta
b1591	dmsD	1664506	615	twin-argninine leader-binding protein for DmsA and TorA	950	b1591.fasta
b1592	clcB	1665315	1257	H(+)/Cl(-) exchange transporter	1914	b1592.fasta
b1593	ynfK	1666524	696	putative dethiobiotin synthetase	925	b1593.fasta
b1594	mlc	1667344	1221	glucosamine anaerobic growth regulon transcriptional repressor; autorepressor	1903	b1594.fasta
b1595	ynfL	1668699	894	LysR family putative transcriptional regulator	1296	b1595.fasta
b1596	ynfM	1669699	1254	putative arabinose efflux transporter	1790	b1596.fasta
b1597	asr	1671376	309	acid shock-inducible periplasmic protein	479	b1597.fasta
b4601	ydgU	1671777	84	stationary phase-induced protein	115	b4601.fasta
b1598	ydgD	1671960	822	putative peptidase	1028	b1598.fasta
b1599	mdtI	1672820	330	multidrug efflux system transporter	614	b1599.fasta
b1600	mdtJ	1673136	366	multidrug efflux system transporter	716	b1600.fasta
b1602	pntB	1674972	1389	pyridine nucleotide transhydrogenase, beta subunit	1961	b1602.fasta
b1603	pntA	1676371	1533	pyridine nucleotide transhydrogenase, alpha subunit	2176	b1603.fasta
b1604	ydgH	1678427	945	DUF1471 family periplasmic protein	1331	b1604.fasta
b1605	ydgI	1679557	1383	putative arginine/ornithine antiporter transporter	1907	b1605.fasta
b1606	folM	1680976	723	dihydromonapterin reductase, NADPH-dependent; dihydrofolate reductase isozyme	1146	b1606.fasta
b1607	ydgC	1681695	336	GlpM family inner membrane protein	528	b1607.fasta
b1608	rstA	1682159	720	response regulator of RstAB two-component system	1071	b1608.fasta
b1609	rstB	1682882	1302	sensory histidine kinase of RstAB two-component system	1917	b1609.fasta
b1610	tus	1684259	930	inhibitor of replication at Ter, DNA-binding protein	1301	b1610.fasta
b1611	fumC	1685185	1404	fumarate hydratase (fumarase C),aerobic Class II	1820	b1611.fasta
b1613	manA	1688576	1176	mannose-6-phosphate isomerase	1680	b1613.fasta
b1614	ydgA	1689852	1509	DUF945 family protein	1954	b1614.fasta
b1620	malI	1698152	1029	transcriptional repressor of Mal regulon	1400	b1620.fasta
b1621	malX	1699355	1593	maltose and glucose-specific PTS enzyme IIB component and IIC component	2403	b1621.fasta
b1622	malY	1700957	1173	PLP-dependent beta-cystathionase and maltose regulon regulator	1630	b1622.fasta
b1623	add	1702233	1002	adenosine deaminase	1383	b1623.fasta
b1624	ydgJ	1703268	1041	putative oxidoreductase	1784	b1624.fasta
b4409	blr	1704551	126	beta-lactam resistance membrane protein; divisome-associated protein	154	b4409.fasta
b1625	cnu	1704949	216	nucleoid-associated oriC-binding protein; H-NS and StpA stabilizing factor	309	b1625.fasta
b1626	ydgK	1705250	441	DUF2569 family inner membrane protein	574	b1626.fasta
b1627	rsxA	1705767	582	SoxR iron-sulfur cluster reduction factor component; inner membrane protein of electron transport complex	945	b1627.fasta
b1628	rsxB	1706348	579	SoxR iron-sulfur cluster reduction factor component; putative iron-sulfur protein	977	b1628.fasta
b1630	rsxD	1709142	1059	SoxR iron-sulfur cluster reduction factor component; putative membrane protein of electron transport complex	1529	b1630.fasta
b1631	rsxG	1710204	621	SoxR iron-sulfur cluster reduction factor component; putative membrane protein of electron transport complex	1028	b1631.fasta
b1632	rsxE	1710828	696	SoxR iron-sulfur cluster reduction factor component; electron transport inner membrane NADH-quinone reductase	995	b1632.fasta
b1633	nth	1711523	636	DNA glycosylase and apyrimidinic (AP) lyase (endonuclease III)	1130	b1633.fasta
b1634	dtpA	1712769	1503	dipeptide and tripeptide permease A	1666	b1634.fasta
b1636	pdxY	1715026	864	pyridoxamine kinase	1296	b1636.fasta
b1637	tyrS	1715948	1275	tyrosyl-tRNA synthetase	1503	b1637.fasta
b1638	pdxH	1717351	657	pyridoxine 5'-phosphate oxidase	918	b1638.fasta
b1640	anmK	1718493	1110	anhydro-N-acetylmuramic acid kinase	1712	b1640.fasta
b1641	slyB	1719876	468	outer membrane lipoprotein	603	b1641.fasta
b1642	slyA	1720390	435	global transcriptional regulator	645	b1642.fasta
b1643	ydhI	1721025	237	DUF1656 family putative inner membrane efflux pump associated protein	428	b1643.fasta
b1644	ydhJ	1721264	858	putative membrane fusion protein (MFP) of YdhJK efflux pump	1467	b1644.fasta
b1646	sodC	1724134	522	superoxide dismutase, Cu, Zn, periplasmic	800	b1646.fasta
b1647	ydhF	1724736	897	putative oxidoreductase	1426	b1647.fasta
b1648	ydhL	1725681	240	DUF1289 family protein	425	b1648.fasta
b1649	nemR	1726023	600	transcriptional repressor for the nemRA-gloA operon, quinone-, glyoxal-, and HOCl-activated	1054	b1649.fasta
b1650	nemA	1726659	1098	chromate reductase, quinone reductase, FMN-linked; N-Ethylmaleimide reductase; old yellow enzyme	1836	b1650.fasta
b1651	gloA	1727837	408	glyoxalase I, Ni-dependent	685	b1651.fasta
b1652	rnt	1728347	648	RNase T; exoribonuclease T; structured DNA 3' exonuclease; RNA processing; DNA repair	845	b1652.fasta
b1654	grxD	1733754	348	glutaredoxin-4	437	b1654.fasta
b1655	mepH	1734435	816	murein DD-endopeptidase, space-maker hydrolase	509	b1655.fasta
b1656	sodB	1735378	582	superoxide dismutase, Fe	906	b1656.fasta
b1657	ydhP	1736121	1170	putative MFS transporter, inner membrane protein	1791	b1657.fasta
b4602	ynhF	1737456	90	stress response membrane	139	b4602.fasta
b1658	purR	1737844	1026	transcriptional repressor, hypoxanthine-binding	1246	b1658.fasta
b1659	ydhB	1738866	933	LysR family putative transcriptional regulator	1090	b1659.fasta
b1660	ydhC	1739911	1212	putative arabinose efflux transporter	1571	b1660.fasta
b1661	cfa	1741413	1149	cyclopropane fatty acyl phospholipid synthase, SAM-dependent	1395	b1661.fasta
b1662	ribC	1742601	642	riboflavin synthase, alpha subunit	825	b1662.fasta
b1663	mdtK	1743457	1374	multidrug efflux system transporter	1877	b1663.fasta
b1664	ydhQ	1744871	1257	autotransporter adhesin-related protein	1764	b1664.fasta
b1667	ydhR	1746700	306	putative monooxygenase	473	b1667.fasta
b1669	ydhT	1748747	813	FNR, Nar, NarP-regulated protein; putative subunit of YdhYVWXUT oxidoreductase complex	1172	b1669.fasta
b1675	ydhZ	1754932	210	uncharacterized protein	271	b1675.fasta
b1676	pykF	1755698	1413	pyruvate kinase I	1713	b1676.fasta
b1677	lpp	1757421	237	murein lipoprotein	141	b1677.fasta
b1678	ldtE	1757721	1005	murein L,D-transpeptidase	1324	b1678.fasta
b1679	sufE	1758874	417	sulfur acceptor protein	770	b1679.fasta
b1680	sufS	1759303	1221	cysteine desulfurase, stimulated by SufE; selenocysteine lyase, PLP-dependent	1998	b1680.fasta
